record_id,event_id,editions,year,area,kind,parent_id,source_id,title,authors,answer,content_status,content_format,solution_status,solution_reference_record_id,has_question,has_solution,has_hints,asset_count,question_chars,solution_chars,source_url,raw_path,markdown_path
ccbc13-14:asteroid-140,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/140,⭐,,CIRCLE,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/140.yaml,data/raw/ccbc13/problems/asteroid/140.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-140.md
ccbc13-14:asteroid-141,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/141,⭐,,SHOULDERED,available,text,missing_official,,True,False,True,1,88,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/141.yaml,data/raw/ccbc13/problems/asteroid/141.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-141.md
ccbc13-14:asteroid-142,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/142,⭐,,COMIC,available,text,missing_official,,True,False,True,0,183,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/142.yaml,data/raw/ccbc13/problems/asteroid/142.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-142.md
ccbc13-14:asteroid-143,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/143,⭐️,,EXPLOITATIVE,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/143.yaml,data/raw/ccbc13/problems/asteroid/143.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-143.md
ccbc13-14:asteroid-144,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/144,⭐,,HAWAII ISLAND,available,text,missing_official,,True,False,True,0,591,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/144.yaml,data/raw/ccbc13/problems/asteroid/144.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-144.md
ccbc13-14:asteroid-145,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/145,⭐,,BOOKKEEPERS,available,text,missing_official,,True,False,True,0,11,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/145.yaml,data/raw/ccbc13/problems/asteroid/145.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-145.md
ccbc13-14:asteroid-146,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/146,⭐,,MONKEY,available,text,missing_official,,True,False,True,0,186,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/146.yaml,data/raw/ccbc13/problems/asteroid/146.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-146.md
ccbc13-14:asteroid-147,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/147,⭐,,SURGERY,available,text,missing_official,,True,False,True,0,51,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/147.yaml,data/raw/ccbc13/problems/asteroid/147.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-147.md
ccbc13-14:asteroid-148,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/148,⭐️,,CHEETAH,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/148.yaml,data/raw/ccbc13/problems/asteroid/148.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-148.md
ccbc13-14:asteroid-149,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/149,⭐,,EASTER,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/149.yaml,data/raw/ccbc13/problems/asteroid/149.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-149.md
ccbc13-14:asteroid-150,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/150,⭐,,EUROVISION FINAL,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/150.yaml,data/raw/ccbc13/problems/asteroid/150.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-150.md
ccbc13-14:asteroid-151,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/151,⭐,,VIRTUAL,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/151.yaml,data/raw/ccbc13/problems/asteroid/151.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-151.md
ccbc13-14:asteroid-152,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/152,⭐,,PLAYERS,available,text,missing_official,,True,False,True,0,207,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/152.yaml,data/raw/ccbc13/problems/asteroid/152.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-152.md
ccbc13-14:asteroid-153,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/153,⭐,,HOLY TRINITY,available,text,missing_official,,True,False,True,0,146,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/153.yaml,data/raw/ccbc13/problems/asteroid/153.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-153.md
ccbc13-14:asteroid-154,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/154,⭐,,ATLAS ROCKET,available,media_or_markup,missing_official,,True,False,True,0,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/154.yaml,data/raw/ccbc13/problems/asteroid/154.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-154.md
ccbc13-14:asteroid-155,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/155,⭐,,TELEVISION,available,text,missing_official,,True,False,True,3,12,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/155.yaml,data/raw/ccbc13/problems/asteroid/155.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-155.md
ccbc13-14:asteroid-156,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/156,⭐,,DIY INSTRUCTION,available,text,missing_official,,True,False,True,14,84,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/156.yaml,data/raw/ccbc13/problems/asteroid/156.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-156.md
ccbc13-14:asteroid-157,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/157,⭐,,SNORE,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/157.yaml,data/raw/ccbc13/problems/asteroid/157.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-157.md
ccbc13-14:asteroid-158,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/158,⭐,,X CHROMOSOME,available,text,missing_official,,True,False,True,0,34,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/158.yaml,data/raw/ccbc13/problems/asteroid/158.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-158.md
ccbc13-14:asteroid-159,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/159,⭐,,RACQUETBALL,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/159.yaml,data/raw/ccbc13/problems/asteroid/159.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-159.md
ccbc13-14:asteroid-160,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/160,⭐️,,BOURGEOISIE,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/160.yaml,data/raw/ccbc13/problems/asteroid/160.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-160.md
ccbc13-14:asteroid-161,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/161,⭐,,KING HENRY VIII,available,text,missing_official,,True,False,True,1,151,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/161.yaml,data/raw/ccbc13/problems/asteroid/161.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-161.md
ccbc13-14:asteroid-162,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/162,⭐,,PENGUIN,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/162.yaml,data/raw/ccbc13/problems/asteroid/162.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-162.md
ccbc13-14:asteroid-163,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/163,⭐,,DESPERADOES,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/163.yaml,data/raw/ccbc13/problems/asteroid/163.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-163.md
ccbc13-14:asteroid-164,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/164,⭐,,CARBON,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/164.yaml,data/raw/ccbc13/problems/asteroid/164.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-164.md
ccbc13-14:asteroid-165,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/165,⭐,,CYLINDER ENGINE,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/165.yaml,data/raw/ccbc13/problems/asteroid/165.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-165.md
ccbc13-14:asteroid-166,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/166,⭐,,PRINCIPLES OF FAITH,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/166.yaml,data/raw/ccbc13/problems/asteroid/166.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-166.md
ccbc13-14:asteroid-167,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/167,⭐,,EXAMINATION,available,text,missing_official,,True,False,True,0,135,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/167.yaml,data/raw/ccbc13/problems/asteroid/167.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-167.md
ccbc13-14:asteroid-168,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/168,⭐,,CHERSONESUS,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/168.yaml,data/raw/ccbc13/problems/asteroid/168.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-168.md
ccbc13-14:asteroid-169,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/169,⭐,,PYREX,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/169.yaml,data/raw/ccbc13/problems/asteroid/169.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-169.md
ccbc13-14:asteroid-170,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/170,⭐,,FREE STATE,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/170.yaml,data/raw/ccbc13/problems/asteroid/170.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-170.md
ccbc13-14:asteroid-171,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/171,⭐,,SCREECH OWL,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/171.yaml,data/raw/ccbc13/problems/asteroid/171.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-171.md
ccbc13-14:asteroid-172,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/172,⭐,,COHORTATIVE,available,media_or_markup,missing_official,,True,False,True,0,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/172.yaml,data/raw/ccbc13/problems/asteroid/172.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-172.md
ccbc13-14:asteroid-173,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/173,⭐️,,COMMANDER,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/173.yaml,data/raw/ccbc13/problems/asteroid/173.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-173.md
ccbc13-14:asteroid-174,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/174,⭐,,BLACKBIRD,available,text,missing_official,,True,False,True,0,7,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/174.yaml,data/raw/ccbc13/problems/asteroid/174.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-174.md
ccbc13-14:asteroid-175,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/175,⭐,,SEXTET,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/175.yaml,data/raw/ccbc13/problems/asteroid/175.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-175.md
ccbc13-14:asteroid-176,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/176,⭐,,CAVERN,available,text,missing_official,,True,False,True,1,64,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/176.yaml,data/raw/ccbc13/problems/asteroid/176.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-176.md
ccbc13-14:asteroid-177,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/177,⭐,,REMINISCENT,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/177.yaml,data/raw/ccbc13/problems/asteroid/177.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-177.md
ccbc13-14:asteroid-178,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/178,⭐,,YEARS LATER,available,text,missing_official,,True,False,True,0,108,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/178.yaml,data/raw/ccbc13/problems/asteroid/178.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-178.md
ccbc13-14:asteroid-179,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/179,⭐,,THE LUFTWAFFE,available,text,missing_official,,True,False,True,0,53,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/179.yaml,data/raw/ccbc13/problems/asteroid/179.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-179.md
ccbc13-14:asteroid-180,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/180,⭐,,INDUSTRIAL,available,text,missing_official,,True,False,True,0,1,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/180.yaml,data/raw/ccbc13/problems/asteroid/180.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-180.md
ccbc13-14:asteroid-181,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/181,⭐,,MOUNTAINS,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/181.yaml,data/raw/ccbc13/problems/asteroid/181.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-181.md
ccbc13-14:asteroid-182,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/182,⭐,,YES OR NO QUESTIONS,available,text,missing_official,,True,False,True,0,176,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/182.yaml,data/raw/ccbc13/problems/asteroid/182.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-182.md
ccbc13-14:asteroid-183,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/183,⭐,,SUPREMACY,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/183.yaml,data/raw/ccbc13/problems/asteroid/183.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-183.md
ccbc13-14:asteroid-184,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/184,⭐,,EIGHTY FOUR,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/184.yaml,data/raw/ccbc13/problems/asteroid/184.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-184.md
ccbc13-14:asteroid-185,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/185,⭐,,CROCODILE,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/185.yaml,data/raw/ccbc13/problems/asteroid/185.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-185.md
ccbc13-14:asteroid-186,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/186,⭐,,PIE IN THE SKY,available,text,missing_official,,True,False,True,0,24,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/186.yaml,data/raw/ccbc13/problems/asteroid/186.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-186.md
ccbc13-14:asteroid-187,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/187,⭐,,FIRST CENTURY,available,text,missing_official,,True,False,True,0,175,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/187.yaml,data/raw/ccbc13/problems/asteroid/187.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-187.md
ccbc13-14:asteroid-188,ccbc13-14,CCBC 13 | CCBC 14,2023,小行星数据库,puzzle,,asteroid/188,⭐,,OVERLOADING,available,media_or_markup,missing_official,,True,False,True,1,0,0,https://archive.cipherpuzzles.com/ccbc13/problems/asteroid/188.yaml,data/raw/ccbc13/problems/asteroid/188.yaml,data/processed/markdown/ccbc13-14/ccbc13-14_asteroid-188.md
ccbc15:problem:meta-71,ccbc15,CCBC 15,2024,Meta,meta,,ccbc15/problems/meta/71,生死疲劳,,BUILD THE GRID WALL,available,text,missing_official,,True,False,True,1,44,2,https://archive.cipherpuzzles.com/ccbc15/problems/meta/71.yaml,data/raw/ccbc15/problems/meta/71.yaml,data/processed/markdown/ccbc15/ccbc15_problem_meta-71.md
ccbc15:problem:meta-72,ccbc15,CCBC 15,2024,Meta,meta,,ccbc15/problems/meta/72,世间万物八荒四野一时俱至,,DONT NUMBER JACK,available,text,available,,True,True,True,1,62,1835,https://archive.cipherpuzzles.com/ccbc15/problems/meta/72.yaml,data/raw/ccbc15/problems/meta/72.yaml,data/processed/markdown/ccbc15/ccbc15_problem_meta-72.md
ccbc15:problem:2-10,ccbc15,CCBC 15,2024,与天才美少女的烹饪对决,puzzle,,ccbc15/problems/2/10,装饰彩旗,,SECRET FORMULA,available,text,available,,True,True,True,2,108,390,https://archive.cipherpuzzles.com/ccbc15/problems/2/10.yaml,data/raw/ccbc15/problems/2/10.yaml,data/processed/markdown/ccbc15/ccbc15_problem_2-10.md
ccbc15:problem:2-11,ccbc15,CCBC 15,2024,与天才美少女的烹饪对决,puzzle,,ccbc15/problems/2/11,目眩神迷,,HOT WINGS,available,text,available,,True,True,True,3,58,42,https://archive.cipherpuzzles.com/ccbc15/problems/2/11.yaml,data/raw/ccbc15/problems/2/11.yaml,data/processed/markdown/ccbc15/ccbc15_problem_2-11.md
ccbc15:problem:2-12,ccbc15,CCBC 15,2024,与天才美少女的烹饪对决,puzzle,,ccbc15/problems/2/12,毫无头绪,,VERMOUTH,available,text,available,,True,True,True,0,6,355,https://archive.cipherpuzzles.com/ccbc15/problems/2/12.yaml,data/raw/ccbc15/problems/2/12.yaml,data/processed/markdown/ccbc15/ccbc15_problem_2-12.md
ccbc15:problem:2-13,ccbc15,CCBC 15,2024,与天才美少女的烹饪对决,puzzle,,ccbc15/problems/2/13,共同语言,,PARIS BAGUETTE,available,text,available,,True,True,True,3,425,234,https://archive.cipherpuzzles.com/ccbc15/problems/2/13.yaml,data/raw/ccbc15/problems/2/13.yaml,data/processed/markdown/ccbc15/ccbc15_problem_2-13.md
ccbc15:problem:2-14,ccbc15,CCBC 15,2024,与天才美少女的烹饪对决,puzzle,,ccbc15/problems/2/14,魔力小姐的烹饪和歌唱课,,MAGIC WHIPPED CREAM,available,text,available,,True,True,True,0,606,1054,https://archive.cipherpuzzles.com/ccbc15/problems/2/14.yaml,data/raw/ccbc15/problems/2/14.yaml,data/processed/markdown/ccbc15/ccbc15_problem_2-14.md
ccbc15:problem:2-8,ccbc15,CCBC 15,2024,与天才美少女的烹饪对决,puzzle,,ccbc15/problems/2/8,幸运饼干,,ULTRAMAN,available,text,available,,True,True,True,1,18,61,https://archive.cipherpuzzles.com/ccbc15/problems/2/8.yaml,data/raw/ccbc15/problems/2/8.yaml,data/processed/markdown/ccbc15/ccbc15_problem_2-8.md
ccbc15:problem:2-9,ccbc15,CCBC 15,2024,与天才美少女的烹饪对决,puzzle,,ccbc15/problems/2/9,真正的魔法!,,ACID RAIN,available,text,available,,True,True,True,0,574,1377,https://archive.cipherpuzzles.com/ccbc15/problems/2/9.yaml,data/raw/ccbc15/problems/2/9.yaml,data/processed/markdown/ccbc15/ccbc15_problem_2-9.md
ccbc15:problem:4-25,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/25,这题我糳过,,FACTORING,available,text,available,,True,True,True,2,62,0,https://archive.cipherpuzzles.com/ccbc15/problems/4/25.yaml,data/raw/ccbc15/problems/4/25.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-25.md
ccbc15:problem:4-26,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/26,布达佩斯的即兴喜剧团,,UNSETTLED,available,text,available,,True,True,True,1,445,616,https://archive.cipherpuzzles.com/ccbc15/problems/4/26.yaml,data/raw/ccbc15/problems/4/26.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-26.md
ccbc15:problem:4-27,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/27,歌剧院,,RAW FILLET,available,text,available,,True,True,True,3,184,50,https://archive.cipherpuzzles.com/ccbc15/problems/4/27.yaml,data/raw/ccbc15/problems/4/27.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-27.md
ccbc15:problem:4-28,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/28,CCBC 4^2,,ROCK OPERA,available,text,available,,True,True,True,2,192,0,https://archive.cipherpuzzles.com/ccbc15/problems/4/28.yaml,data/raw/ccbc15/problems/4/28.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-28.md
ccbc15:problem:4-29,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/29,CCBC MOE,,ANGELFISH,available,text,available,,True,True,True,50,309,1504,https://archive.cipherpuzzles.com/ccbc15/problems/4/29.yaml,data/raw/ccbc15/problems/4/29.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-29.md
ccbc15:problem:4-30,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/30,老二次元,,AMENDMENT,available,text,available,,True,True,True,1,35,1826,https://archive.cipherpuzzles.com/ccbc15/problems/4/30.yaml,data/raw/ccbc15/problems/4/30.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-30.md
ccbc15:problem:4-31,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/31,西提沃克刮刮乐,,OSTEOTOMY,available,text,available,,True,True,True,0,365,581,https://archive.cipherpuzzles.com/ccbc15/problems/4/31.yaml,data/raw/ccbc15/problems/4/31.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-31.md
ccbc15:problem:4-32,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/32,What9Colors,,BRIEFCASE,available,text,available,,True,True,True,0,43,263,https://archive.cipherpuzzles.com/ccbc15/problems/4/32.yaml,data/raw/ccbc15/problems/4/32.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-32.md
ccbc15:problem:4-33,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/33,梵天千变咒,,PLENTIFUL,available,text,available,,True,True,True,0,427,1465,https://archive.cipherpuzzles.com/ccbc15/problems/4/33.yaml,data/raw/ccbc15/problems/4/33.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-33.md
ccbc15:problem:4-34,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/34,海盗们的数学,,LOGARITHM,available,text,external_only,,True,False,True,2,741,4,https://archive.cipherpuzzles.com/ccbc15/problems/4/34.yaml,data/raw/ccbc15/problems/4/34.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-34.md
ccbc15:problem:4-35,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/35,外推法,,BORDERING,available,text,available,,True,True,True,1,33,505,https://archive.cipherpuzzles.com/ccbc15/problems/4/35.yaml,data/raw/ccbc15/problems/4/35.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-35.md
ccbc15:problem:4-36,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/36,君主战争,,CONSTANCE,available,text,external_only,,True,False,True,0,1404,4,https://archive.cipherpuzzles.com/ccbc15/problems/4/36.yaml,data/raw/ccbc15/problems/4/36.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-36.md
ccbc15:problem:4-37,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/37,缺一人可,,TETRAODON,available,text,available,,True,True,True,0,376,314,https://archive.cipherpuzzles.com/ccbc15/problems/4/37.yaml,data/raw/ccbc15/problems/4/37.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-37.md
ccbc15:problem:4-38,ccbc15,CCBC 15,2024,全球呼叫出题组,puzzle,,ccbc15/problems/4/38,飞起玉龙三百万,,FENG SHUI AND BING,available,text,available,,True,True,True,1,272,999,https://archive.cipherpuzzles.com/ccbc15/problems/4/38.yaml,data/raw/ccbc15/problems/4/38.yaml,data/processed/markdown/ccbc15/ccbc15_problem_4-38.md
